,image_path,filename,age,gender,race,age_bucket
4376,C:\Users\henok\data\data\UTKFace\24_0_4_20170103210118506.jpg.chip.jpg,24_0_4_20170103210118506.jpg.chip.jpg,24,0,4,25-32
4377,C:\Users\henok\data\data\UTKFace\24_0_4_20170103223915799.jpg.chip.jpg,24_0_4_20170103223915799.jpg.chip.jpg,24,0,4,25-32
4378,C:\Users\henok\data\data\UTKFace\24_0_4_20170103223928055.jpg.chip.jpg,24_0_4_20170103223928055.jpg.chip.jpg,24,0,4,25-32
4379,C:\Users\henok\data\data\UTKFace\24_0_4_20170103224944762.jpg.chip.jpg,24_0_4_20170103224944762.jpg.chip.jpg,24,0,4,25-32
4380,C:\Users\henok\data\data\UTKFace\24_0_4_20170103234945243.jpg.chip.jpg,24_0_4_20170103234945243.jpg.chip.jpg,24,0,4,25-32
4381,C:\Users\henok\data\data\UTKFace\24_0_4_20170103234950908.jpg.chip.jpg,24_0_4_20170103234950908.jpg.chip.jpg,24,0,4,25-32
4382,C:\Users\henok\data\data\UTKFace\24_0_4_20170113151020448.jpg.chip.jpg,24_0_4_20170113151020448.jpg.chip.jpg,24,0,4,25-32
4383,C:\Users\henok\data\data\UTKFace\24_0_4_20170115205946148.jpg.chip.jpg,24_0_4_20170115205946148.jpg.chip.jpg,24,0,4,25-32
4384,C:\Users\henok\data\data\UTKFace\24_0_4_20170116232936514.jpg.chip.jpg,24_0_4_20170116232936514.jpg.chip.jpg,24,0,4,25-32
4385,C:\Users\henok\data\data\UTKFace\24_0_4_20170117145146997.jpg.chip.jpg,24_0_4_20170117145146997.jpg.chip.jpg,24,0,4,25-32
4386,C:\Users\henok\data\data\UTKFace\24_0_4_20170117145152514.jpg.chip.jpg,24_0_4_20170117145152514.jpg.chip.jpg,24,0,4,25-32
4387,C:\Users\henok\data\data\UTKFace\24_0_4_20170117145214993.jpg.chip.jpg,24_0_4_20170117145214993.jpg.chip.jpg,24,0,4,25-32
4388,C:\Users\henok\data\data\UTKFace\24_0_4_20170117145314932.jpg.chip.jpg,24_0_4_20170117145314932.jpg.chip.jpg,24,0,4,25-32
4389,C:\Users\henok\data\data\UTKFace\24_0_4_20170117145341818.jpg.chip.jpg,24_0_4_20170117145341818.jpg.chip.jpg,24,0,4,25-32
4390,C:\Users\henok\data\data\UTKFace\24_0_4_20170117145354835.jpg.chip.jpg,24_0_4_20170117145354835.jpg.chip.jpg,24,0,4,25-32
4391,C:\Users\henok\data\data\UTKFace\24_0_4_20170117145619730.jpg.chip.jpg,24_0_4_20170117145619730.jpg.chip.jpg,24,0,4,25-32
4392,C:\Users\henok\data\data\UTKFace\24_0_4_20170117145745474.jpg.chip.jpg,24_0_4_20170117145745474.jpg.chip.jpg,24,0,4,25-32
4393,C:\Users\henok\data\data\UTKFace\24_0_4_20170117145745635.jpg.chip.jpg,24_0_4_20170117145745635.jpg.chip.jpg,24,0,4,25-32
4394,C:\Users\henok\data\data\UTKFace\24_0_4_20170117145915428.jpg.chip.jpg,24_0_4_20170117145915428.jpg.chip.jpg,24,0,4,25-32
4395,C:\Users\henok\data\data\UTKFace\24_0_4_20170117145917765.jpg.chip.jpg,24_0_4_20170117145917765.jpg.chip.jpg,24,0,4,25-32
4396,C:\Users\henok\data\data\UTKFace\24_0_4_20170117194332787.jpg.chip.jpg,24_0_4_20170117194332787.jpg.chip.jpg,24,0,4,25-32
4397,C:\Users\henok\data\data\UTKFace\24_0_4_20170117194350012.jpg.chip.jpg,24_0_4_20170117194350012.jpg.chip.jpg,24,0,4,25-32
4398,C:\Users\henok\data\data\UTKFace\24_0_4_20170117194356247.jpg.chip.jpg,24_0_4_20170117194356247.jpg.chip.jpg,24,0,4,25-32
4399,C:\Users\henok\data\data\UTKFace\24_0_4_20170117194435668.jpg.chip.jpg,24_0_4_20170117194435668.jpg.chip.jpg,24,0,4,25-32
4400,C:\Users\henok\data\data\UTKFace\24_0_4_20170117194540395.jpg.chip.jpg,24_0_4_20170117194540395.jpg.chip.jpg,24,0,4,25-32
4401,C:\Users\henok\data\data\UTKFace\24_1_0_20161223231304660.jpg.chip.jpg,24_1_0_20161223231304660.jpg.chip.jpg,24,1,0,25-32
4402,C:\Users\henok\data\data\UTKFace\24_1_0_20170103163127424.jpg.chip.jpg,24_1_0_20170103163127424.jpg.chip.jpg,24,1,0,25-32
4403,C:\Users\henok\data\data\UTKFace\24_1_0_20170103163129280.jpg.chip.jpg,24_1_0_20170103163129280.jpg.chip.jpg,24,1,0,25-32
4404,C:\Users\henok\data\data\UTKFace\24_1_0_20170103163324584.jpg.chip.jpg,24_1_0_20170103163324584.jpg.chip.jpg,24,1,0,25-32
4405,C:\Users\henok\data\data\UTKFace\24_1_0_20170103180549431.jpg.chip.jpg,24_1_0_20170103180549431.jpg.chip.jpg,24,1,0,25-32
4406,C:\Users\henok\data\data\UTKFace\24_1_0_20170103180557248.jpg.chip.jpg,24_1_0_20170103180557248.jpg.chip.jpg,24,1,0,25-32
4407,C:\Users\henok\data\data\UTKFace\24_1_0_20170103180601840.jpg.chip.jpg,24_1_0_20170103180601840.jpg.chip.jpg,24,1,0,25-32
4408,C:\Users\henok\data\data\UTKFace\24_1_0_20170103180625656.jpg.chip.jpg,24_1_0_20170103180625656.jpg.chip.jpg,24,1,0,25-32
4409,C:\Users\henok\data\data\UTKFace\24_1_0_20170103180635111.jpg.chip.jpg,24_1_0_20170103180635111.jpg.chip.jpg,24,1,0,25-32
4410,C:\Users\henok\data\data\UTKFace\24_1_0_20170103180642496.jpg.chip.jpg,24_1_0_20170103180642496.jpg.chip.jpg,24,1,0,25-32
4411,C:\Users\henok\data\data\UTKFace\24_1_0_20170103180732376.jpg.chip.jpg,24_1_0_20170103180732376.jpg.chip.jpg,24,1,0,25-32
4412,C:\Users\henok\data\data\UTKFace\24_1_0_20170103224725272.jpg.chip.jpg,24_1_0_20170103224725272.jpg.chip.jpg,24,1,0,25-32
4413,C:\Users\henok\data\data\UTKFace\24_1_0_20170103225156008.jpg.chip.jpg,24_1_0_20170103225156008.jpg.chip.jpg,24,1,0,25-32
4414,C:\Users\henok\data\data\UTKFace\24_1_0_20170104015931173.jpg.chip.jpg,24_1_0_20170104015931173.jpg.chip.jpg,24,1,0,25-32
4415,C:\Users\henok\data\data\UTKFace\24_1_0_20170104021019292.jpg.chip.jpg,24_1_0_20170104021019292.jpg.chip.jpg,24,1,0,25-32
4416,C:\Users\henok\data\data\UTKFace\24_1_0_20170104021527253.jpg.chip.jpg,24_1_0_20170104021527253.jpg.chip.jpg,24,1,0,25-32
4417,C:\Users\henok\data\data\UTKFace\24_1_0_20170104022030117.jpg.chip.jpg,24_1_0_20170104022030117.jpg.chip.jpg,24,1,0,25-32
4418,C:\Users\henok\data\data\UTKFace\24_1_0_20170104022714148.jpg.chip.jpg,24_1_0_20170104022714148.jpg.chip.jpg,24,1,0,25-32
4419,C:\Users\henok\data\data\UTKFace\24_1_0_20170104022800709.jpg.chip.jpg,24_1_0_20170104022800709.jpg.chip.jpg,24,1,0,25-32
4420,C:\Users\henok\data\data\UTKFace\24_1_0_20170104233906146.jpg.chip.jpg,24_1_0_20170104233906146.jpg.chip.jpg,24,1,0,25-32
4421,C:\Users\henok\data\data\UTKFace\24_1_0_20170104234624491.jpg.chip.jpg,24_1_0_20170104234624491.jpg.chip.jpg,24,1,0,25-32
4422,C:\Users\henok\data\data\UTKFace\24_1_0_20170104234820025.jpg.chip.jpg,24_1_0_20170104234820025.jpg.chip.jpg,24,1,0,25-32
4423,C:\Users\henok\data\data\UTKFace\24_1_0_20170105000615467.jpg.chip.jpg,24_1_0_20170105000615467.jpg.chip.jpg,24,1,0,25-32
4424,C:\Users\henok\data\data\UTKFace\24_1_0_20170105000720347.jpg.chip.jpg,24_1_0_20170105000720347.jpg.chip.jpg,24,1,0,25-32
4425,C:\Users\henok\data\data\UTKFace\24_1_0_20170105003235308.jpg.chip.jpg,24_1_0_20170105003235308.jpg.chip.jpg,24,1,0,25-32
4426,C:\Users\henok\data\data\UTKFace\24_1_0_20170105162704533.jpg.chip.jpg,24_1_0_20170105162704533.jpg.chip.jpg,24,1,0,25-32
4427,C:\Users\henok\data\data\UTKFace\24_1_0_20170105183445456.jpg.chip.jpg,24_1_0_20170105183445456.jpg.chip.jpg,24,1,0,25-32
4428,C:\Users\henok\data\data\UTKFace\24_1_0_20170105183611646.jpg.chip.jpg,24_1_0_20170105183611646.jpg.chip.jpg,24,1,0,25-32
4429,C:\Users\henok\data\data\UTKFace\24_1_0_20170105183618095.jpg.chip.jpg,24_1_0_20170105183618095.jpg.chip.jpg,24,1,0,25-32
4430,C:\Users\henok\data\data\UTKFace\24_1_0_20170105183641479.jpg.chip.jpg,24_1_0_20170105183641479.jpg.chip.jpg,24,1,0,25-32
4431,C:\Users\henok\data\data\UTKFace\24_1_0_20170105183749799.jpg.chip.jpg,24_1_0_20170105183749799.jpg.chip.jpg,24,1,0,25-32
4432,C:\Users\henok\data\data\UTKFace\24_1_0_20170105183859832.jpg.chip.jpg,24_1_0_20170105183859832.jpg.chip.jpg,24,1,0,25-32
4433,C:\Users\henok\data\data\UTKFace\24_1_0_20170105184011327.jpg.chip.jpg,24_1_0_20170105184011327.jpg.chip.jpg,24,1,0,25-32
4434,C:\Users\henok\data\data\UTKFace\24_1_0_20170108225915369.jpg.chip.jpg,24_1_0_20170108225915369.jpg.chip.jpg,24,1,0,25-32
4435,C:\Users\henok\data\data\UTKFace\24_1_0_20170109132509565.jpg.chip.jpg,24_1_0_20170109132509565.jpg.chip.jpg,24,1,0,25-32
4436,C:\Users\henok\data\data\UTKFace\24_1_0_20170109214739809.jpg.chip.jpg,24_1_0_20170109214739809.jpg.chip.jpg,24,1,0,25-32
4437,C:\Users\henok\data\data\UTKFace\24_1_0_20170111182452767.jpg.chip.jpg,24_1_0_20170111182452767.jpg.chip.jpg,24,1,0,25-32
4438,C:\Users\henok\data\data\UTKFace\24_1_0_20170111182452774.jpg.chip.jpg,24_1_0_20170111182452774.jpg.chip.jpg,24,1,0,25-32
4439,C:\Users\henok\data\data\UTKFace\24_1_0_20170111182452781.jpg.chip.jpg,24_1_0_20170111182452781.jpg.chip.jpg,24,1,0,25-32
4440,C:\Users\henok\data\data\UTKFace\24_1_0_20170112204907819.jpg.chip.jpg,24_1_0_20170112204907819.jpg.chip.jpg,24,1,0,25-32
4441,C:\Users\henok\data\data\UTKFace\24_1_0_20170112230455412.jpg.chip.jpg,24_1_0_20170112230455412.jpg.chip.jpg,24,1,0,25-32
4442,C:\Users\henok\data\data\UTKFace\24_1_0_20170112231916526.jpg.chip.jpg,24_1_0_20170112231916526.jpg.chip.jpg,24,1,0,25-32
4443,C:\Users\henok\data\data\UTKFace\24_1_0_20170112234608449.jpg.chip.jpg,24_1_0_20170112234608449.jpg.chip.jpg,24,1,0,25-32
4444,C:\Users\henok\data\data\UTKFace\24_1_0_20170112234658946.jpg.chip.jpg,24_1_0_20170112234658946.jpg.chip.jpg,24,1,0,25-32
4445,C:\Users\henok\data\data\UTKFace\24_1_0_20170116000527997.jpg.chip.jpg,24_1_0_20170116000527997.jpg.chip.jpg,24,1,0,25-32
4446,C:\Users\henok\data\data\UTKFace\24_1_0_20170116172723427.jpg.chip.jpg,24_1_0_20170116172723427.jpg.chip.jpg,24,1,0,25-32
4447,C:\Users\henok\data\data\UTKFace\24_1_0_20170116174513932.jpg.chip.jpg,24_1_0_20170116174513932.jpg.chip.jpg,24,1,0,25-32
4448,C:\Users\henok\data\data\UTKFace\24_1_0_20170116174738833.jpg.chip.jpg,24_1_0_20170116174738833.jpg.chip.jpg,24,1,0,25-32
4449,C:\Users\henok\data\data\UTKFace\24_1_0_20170116205746244.jpg.chip.jpg,24_1_0_20170116205746244.jpg.chip.jpg,24,1,0,25-32
4450,C:\Users\henok\data\data\UTKFace\24_1_0_20170116205900085.jpg.chip.jpg,24_1_0_20170116205900085.jpg.chip.jpg,24,1,0,25-32
4451,C:\Users\henok\data\data\UTKFace\24_1_0_20170116205903763.jpg.chip.jpg,24_1_0_20170116205903763.jpg.chip.jpg,24,1,0,25-32
4452,C:\Users\henok\data\data\UTKFace\24_1_0_20170116211847315.jpg.chip.jpg,24_1_0_20170116211847315.jpg.chip.jpg,24,1,0,25-32
4453,C:\Users\henok\data\data\UTKFace\24_1_0_20170116211912644.jpg.chip.jpg,24_1_0_20170116211912644.jpg.chip.jpg,24,1,0,25-32
4454,C:\Users\henok\data\data\UTKFace\24_1_0_20170116211933213.jpg.chip.jpg,24_1_0_20170116211933213.jpg.chip.jpg,24,1,0,25-32
4455,C:\Users\henok\data\data\UTKFace\24_1_0_20170116214212261.jpg.chip.jpg,24_1_0_20170116214212261.jpg.chip.jpg,24,1,0,25-32
4456,C:\Users\henok\data\data\UTKFace\24_1_0_20170116214224254.jpg.chip.jpg,24_1_0_20170116214224254.jpg.chip.jpg,24,1,0,25-32
4457,C:\Users\henok\data\data\UTKFace\24_1_0_20170116214235749.jpg.chip.jpg,24_1_0_20170116214235749.jpg.chip.jpg,24,1,0,25-32
4458,C:\Users\henok\data\data\UTKFace\24_1_0_20170116214311227.jpg.chip.jpg,24_1_0_20170116214311227.jpg.chip.jpg,24,1,0,25-32
4459,C:\Users\henok\data\data\UTKFace\24_1_0_20170116214453175.jpg.chip.jpg,24_1_0_20170116214453175.jpg.chip.jpg,24,1,0,25-32
4460,C:\Users\henok\data\data\UTKFace\24_1_0_20170116214532199.jpg.chip.jpg,24_1_0_20170116214532199.jpg.chip.jpg,24,1,0,25-32
4461,C:\Users\henok\data\data\UTKFace\24_1_0_20170116215624769.jpg.chip.jpg,24_1_0_20170116215624769.jpg.chip.jpg,24,1,0,25-32
4462,C:\Users\henok\data\data\UTKFace\24_1_0_20170116215632635.jpg.chip.jpg,24_1_0_20170116215632635.jpg.chip.jpg,24,1,0,25-32
4463,C:\Users\henok\data\data\UTKFace\24_1_0_20170116215636399.jpg.chip.jpg,24_1_0_20170116215636399.jpg.chip.jpg,24,1,0,25-32
4464,C:\Users\henok\data\data\UTKFace\24_1_0_20170116215712426.jpg.chip.jpg,24_1_0_20170116215712426.jpg.chip.jpg,24,1,0,25-32
4465,C:\Users\henok\data\data\UTKFace\24_1_0_20170116220128735.jpg.chip.jpg,24_1_0_20170116220128735.jpg.chip.jpg,24,1,0,25-32
4466,C:\Users\henok\data\data\UTKFace\24_1_0_20170116220210491.jpg.chip.jpg,24_1_0_20170116220210491.jpg.chip.jpg,24,1,0,25-32
4467,C:\Users\henok\data\data\UTKFace\24_1_0_20170116220232605.jpg.chip.jpg,24_1_0_20170116220232605.jpg.chip.jpg,24,1,0,25-32
4468,C:\Users\henok\data\data\UTKFace\24_1_0_20170116220317125.jpg.chip.jpg,24_1_0_20170116220317125.jpg.chip.jpg,24,1,0,25-32
4469,C:\Users\henok\data\data\UTKFace\24_1_0_20170116220453857.jpg.chip.jpg,24_1_0_20170116220453857.jpg.chip.jpg,24,1,0,25-32
4470,C:\Users\henok\data\data\UTKFace\24_1_0_20170116222200924.jpg.chip.jpg,24_1_0_20170116222200924.jpg.chip.jpg,24,1,0,25-32
4471,C:\Users\henok\data\data\UTKFace\24_1_0_20170116222405565.jpg.chip.jpg,24_1_0_20170116222405565.jpg.chip.jpg,24,1,0,25-32
4472,C:\Users\henok\data\data\UTKFace\24_1_0_20170116222419515.jpg.chip.jpg,24_1_0_20170116222419515.jpg.chip.jpg,24,1,0,25-32
4473,C:\Users\henok\data\data\UTKFace\24_1_0_20170116222429652.jpg.chip.jpg,24_1_0_20170116222429652.jpg.chip.jpg,24,1,0,25-32
4474,C:\Users\henok\data\data\UTKFace\24_1_0_20170116222618238.jpg.chip.jpg,24_1_0_20170116222618238.jpg.chip.jpg,24,1,0,25-32
4475,C:\Users\henok\data\data\UTKFace\24_1_0_20170116222626783.jpg.chip.jpg,24_1_0_20170116222626783.jpg.chip.jpg,24,1,0,25-32
4476,C:\Users\henok\data\data\UTKFace\24_1_0_20170116222759439.jpg.chip.jpg,24_1_0_20170116222759439.jpg.chip.jpg,24,1,0,25-32
4477,C:\Users\henok\data\data\UTKFace\24_1_0_20170116222814643.jpg.chip.jpg,24_1_0_20170116222814643.jpg.chip.jpg,24,1,0,25-32
4478,C:\Users\henok\data\data\UTKFace\24_1_0_20170116222827257.jpg.chip.jpg,24_1_0_20170116222827257.jpg.chip.jpg,24,1,0,25-32
4479,C:\Users\henok\data\data\UTKFace\24_1_0_20170116222832772.jpg.chip.jpg,24_1_0_20170116222832772.jpg.chip.jpg,24,1,0,25-32
4480,C:\Users\henok\data\data\UTKFace\24_1_0_20170116222842089.jpg.chip.jpg,24_1_0_20170116222842089.jpg.chip.jpg,24,1,0,25-32
4481,C:\Users\henok\data\data\UTKFace\24_1_0_20170116222843605.jpg.chip.jpg,24_1_0_20170116222843605.jpg.chip.jpg,24,1,0,25-32
4482,C:\Users\henok\data\data\UTKFace\24_1_0_20170116222857892.jpg.chip.jpg,24_1_0_20170116222857892.jpg.chip.jpg,24,1,0,25-32
4483,C:\Users\henok\data\data\UTKFace\24_1_0_20170116222936821.jpg.chip.jpg,24_1_0_20170116222936821.jpg.chip.jpg,24,1,0,25-32
4484,C:\Users\henok\data\data\UTKFace\24_1_0_20170116225049260.jpg.chip.jpg,24_1_0_20170116225049260.jpg.chip.jpg,24,1,0,25-32
4485,C:\Users\henok\data\data\UTKFace\24_1_0_20170117013808240.jpg.chip.jpg,24_1_0_20170117013808240.jpg.chip.jpg,24,1,0,25-32
4486,C:\Users\henok\data\data\UTKFace\24_1_0_20170117120938226.jpg.chip.jpg,24_1_0_20170117120938226.jpg.chip.jpg,24,1,0,25-32
4487,C:\Users\henok\data\data\UTKFace\24_1_0_20170117135702616.jpg.chip.jpg,24_1_0_20170117135702616.jpg.chip.jpg,24,1,0,25-32
4488,C:\Users\henok\data\data\UTKFace\24_1_0_20170117145431948.jpg.chip.jpg,24_1_0_20170117145431948.jpg.chip.jpg,24,1,0,25-32
4489,C:\Users\henok\data\data\UTKFace\24_1_0_20170117145436643.jpg.chip.jpg,24_1_0_20170117145436643.jpg.chip.jpg,24,1,0,25-32
4490,C:\Users\henok\data\data\UTKFace\24_1_0_20170117145637012.jpg.chip.jpg,24_1_0_20170117145637012.jpg.chip.jpg,24,1,0,25-32
4491,C:\Users\henok\data\data\UTKFace\24_1_0_20170117150303070.jpg.chip.jpg,24_1_0_20170117150303070.jpg.chip.jpg,24,1,0,25-32
4492,C:\Users\henok\data\data\UTKFace\24_1_0_20170117150310308.jpg.chip.jpg,24_1_0_20170117150310308.jpg.chip.jpg,24,1,0,25-32
4493,C:\Users\henok\data\data\UTKFace\24_1_0_20170117150312410.jpg.chip.jpg,24_1_0_20170117150312410.jpg.chip.jpg,24,1,0,25-32
4494,C:\Users\henok\data\data\UTKFace\24_1_0_20170117150315450.jpg.chip.jpg,24_1_0_20170117150315450.jpg.chip.jpg,24,1,0,25-32
4495,C:\Users\henok\data\data\UTKFace\24_1_0_20170117150326821.jpg.chip.jpg,24_1_0_20170117150326821.jpg.chip.jpg,24,1,0,25-32
4496,C:\Users\henok\data\data\UTKFace\24_1_0_20170117150414570.jpg.chip.jpg,24_1_0_20170117150414570.jpg.chip.jpg,24,1,0,25-32
4497,C:\Users\henok\data\data\UTKFace\24_1_0_20170117150424339.jpg.chip.jpg,24_1_0_20170117150424339.jpg.chip.jpg,24,1,0,25-32
4498,C:\Users\henok\data\data\UTKFace\24_1_0_20170117150515251.jpg.chip.jpg,24_1_0_20170117150515251.jpg.chip.jpg,24,1,0,25-32
4499,C:\Users\henok\data\data\UTKFace\24_1_0_20170117150517123.jpg.chip.jpg,24_1_0_20170117150517123.jpg.chip.jpg,24,1,0,25-32
4500,C:\Users\henok\data\data\UTKFace\24_1_0_20170117150524692.jpg.chip.jpg,24_1_0_20170117150524692.jpg.chip.jpg,24,1,0,25-32
4501,C:\Users\henok\data\data\UTKFace\24_1_0_20170117150535820.jpg.chip.jpg,24_1_0_20170117150535820.jpg.chip.jpg,24,1,0,25-32
4502,C:\Users\henok\data\data\UTKFace\24_1_0_20170117150538420.jpg.chip.jpg,24_1_0_20170117150538420.jpg.chip.jpg,24,1,0,25-32
4503,C:\Users\henok\data\data\UTKFace\24_1_0_20170117150642259.jpg.chip.jpg,24_1_0_20170117150642259.jpg.chip.jpg,24,1,0,25-32
4504,C:\Users\henok\data\data\UTKFace\24_1_0_20170117150644092.jpg.chip.jpg,24_1_0_20170117150644092.jpg.chip.jpg,24,1,0,25-32
4505,C:\Users\henok\data\data\UTKFace\24_1_0_20170117150731090.jpg.chip.jpg,24_1_0_20170117150731090.jpg.chip.jpg,24,1,0,25-32
4506,C:\Users\henok\data\data\UTKFace\24_1_0_20170117150740282.jpg.chip.jpg,24_1_0_20170117150740282.jpg.chip.jpg,24,1,0,25-32
4507,C:\Users\henok\data\data\UTKFace\24_1_0_20170117150813388.jpg.chip.jpg,24_1_0_20170117150813388.jpg.chip.jpg,24,1,0,25-32
4508,C:\Users\henok\data\data\UTKFace\24_1_0_20170117150815148.jpg.chip.jpg,24_1_0_20170117150815148.jpg.chip.jpg,24,1,0,25-32
4509,C:\Users\henok\data\data\UTKFace\24_1_0_20170117150817978.jpg.chip.jpg,24_1_0_20170117150817978.jpg.chip.jpg,24,1,0,25-32
4510,C:\Users\henok\data\data\UTKFace\24_1_0_20170117150848786.jpg.chip.jpg,24_1_0_20170117150848786.jpg.chip.jpg,24,1,0,25-32
4511,C:\Users\henok\data\data\UTKFace\24_1_0_20170117150853517.jpg.chip.jpg,24_1_0_20170117150853517.jpg.chip.jpg,24,1,0,25-32
4512,C:\Users\henok\data\data\UTKFace\24_1_0_20170117150858676.jpg.chip.jpg,24_1_0_20170117150858676.jpg.chip.jpg,24,1,0,25-32
4513,C:\Users\henok\data\data\UTKFace\24_1_0_20170117150901270.jpg.chip.jpg,24_1_0_20170117150901270.jpg.chip.jpg,24,1,0,25-32
4514,C:\Users\henok\data\data\UTKFace\24_1_0_20170117150909051.jpg.chip.jpg,24_1_0_20170117150909051.jpg.chip.jpg,24,1,0,25-32
4515,C:\Users\henok\data\data\UTKFace\24_1_0_20170117150911661.jpg.chip.jpg,24_1_0_20170117150911661.jpg.chip.jpg,24,1,0,25-32
4516,C:\Users\henok\data\data\UTKFace\24_1_0_20170117155121820.jpg.chip.jpg,24_1_0_20170117155121820.jpg.chip.jpg,24,1,0,25-32
4517,C:\Users\henok\data\data\UTKFace\24_1_0_20170117191400699.jpg.chip.jpg,24_1_0_20170117191400699.jpg.chip.jpg,24,1,0,25-32
4518,C:\Users\henok\data\data\UTKFace\24_1_0_20170117194528243.jpg.chip.jpg,24_1_0_20170117194528243.jpg.chip.jpg,24,1,0,25-32
4519,C:\Users\henok\data\data\UTKFace\24_1_0_20170117194558907.jpg.chip.jpg,24_1_0_20170117194558907.jpg.chip.jpg,24,1,0,25-32
4520,C:\Users\henok\data\data\UTKFace\24_1_0_20170117194613108.jpg.chip.jpg,24_1_0_20170117194613108.jpg.chip.jpg,24,1,0,25-32
4521,C:\Users\henok\data\data\UTKFace\24_1_0_20170117194653203.jpg.chip.jpg,24_1_0_20170117194653203.jpg.chip.jpg,24,1,0,25-32
4522,C:\Users\henok\data\data\UTKFace\24_1_0_20170117194749524.jpg.chip.jpg,24_1_0_20170117194749524.jpg.chip.jpg,24,1,0,25-32
4523,C:\Users\henok\data\data\UTKFace\24_1_0_20170117194800876.jpg.chip.jpg,24_1_0_20170117194800876.jpg.chip.jpg,24,1,0,25-32
4524,C:\Users\henok\data\data\UTKFace\24_1_0_20170117194813077.jpg.chip.jpg,24_1_0_20170117194813077.jpg.chip.jpg,24,1,0,25-32
4525,C:\Users\henok\data\data\UTKFace\24_1_0_20170117194857869.jpg.chip.jpg,24_1_0_20170117194857869.jpg.chip.jpg,24,1,0,25-32
4526,C:\Users\henok\data\data\UTKFace\24_1_0_20170117194916850.jpg.chip.jpg,24_1_0_20170117194916850.jpg.chip.jpg,24,1,0,25-32
4527,C:\Users\henok\data\data\UTKFace\24_1_0_20170117194942245.jpg.chip.jpg,24_1_0_20170117194942245.jpg.chip.jpg,24,1,0,25-32
4528,C:\Users\henok\data\data\UTKFace\24_1_0_20170117194952853.jpg.chip.jpg,24_1_0_20170117194952853.jpg.chip.jpg,24,1,0,25-32
4529,C:\Users\henok\data\data\UTKFace\24_1_0_20170117194955099.jpg.chip.jpg,24_1_0_20170117194955099.jpg.chip.jpg,24,1,0,25-32
4530,C:\Users\henok\data\data\UTKFace\24_1_0_20170119170930694.jpg.chip.jpg,24_1_0_20170119170930694.jpg.chip.jpg,24,1,0,25-32
4531,C:\Users\henok\data\data\UTKFace\24_1_0_20170119170936274.jpg.chip.jpg,24_1_0_20170119170936274.jpg.chip.jpg,24,1,0,25-32
4532,C:\Users\henok\data\data\UTKFace\24_1_0_20170119171026777.jpg.chip.jpg,24_1_0_20170119171026777.jpg.chip.jpg,24,1,0,25-32
4533,C:\Users\henok\data\data\UTKFace\24_1_0_20170119211426377.jpg.chip.jpg,24_1_0_20170119211426377.jpg.chip.jpg,24,1,0,25-32
4534,C:\Users\henok\data\data\UTKFace\24_1_1_20170105183758847.jpg.chip.jpg,24_1_1_20170105183758847.jpg.chip.jpg,24,1,1,25-32
4535,C:\Users\henok\data\data\UTKFace\24_1_1_20170112191521102.jpg.chip.jpg,24_1_1_20170112191521102.jpg.chip.jpg,24,1,1,25-32
4536,C:\Users\henok\data\data\UTKFace\24_1_1_20170112192317300.jpg.chip.jpg,24_1_1_20170112192317300.jpg.chip.jpg,24,1,1,25-32
4537,C:\Users\henok\data\data\UTKFace\24_1_1_20170112192336718.jpg.chip.jpg,24_1_1_20170112192336718.jpg.chip.jpg,24,1,1,25-32
4538,C:\Users\henok\data\data\UTKFace\24_1_1_20170112192904237.jpg.chip.jpg,24_1_1_20170112192904237.jpg.chip.jpg,24,1,1,25-32
4539,C:\Users\henok\data\data\UTKFace\24_1_1_20170112192919494.jpg.chip.jpg,24_1_1_20170112192919494.jpg.chip.jpg,24,1,1,25-32
4540,C:\Users\henok\data\data\UTKFace\24_1_1_20170112193108564.jpg.chip.jpg,24_1_1_20170112193108564.jpg.chip.jpg,24,1,1,25-32
4541,C:\Users\henok\data\data\UTKFace\24_1_1_20170112203907818.jpg.chip.jpg,24_1_1_20170112203907818.jpg.chip.jpg,24,1,1,25-32
4542,C:\Users\henok\data\data\UTKFace\24_1_1_20170112204507818.jpg.chip.jpg,24_1_1_20170112204507818.jpg.chip.jpg,24,1,1,25-32
4543,C:\Users\henok\data\data\UTKFace\24_1_1_20170112204533811.jpg.chip.jpg,24_1_1_20170112204533811.jpg.chip.jpg,24,1,1,25-32
4544,C:\Users\henok\data\data\UTKFace\24_1_1_20170112204601475.jpg.chip.jpg,24_1_1_20170112204601475.jpg.chip.jpg,24,1,1,25-32
4545,C:\Users\henok\data\data\UTKFace\24_1_1_20170112204645764.jpg.chip.jpg,24_1_1_20170112204645764.jpg.chip.jpg,24,1,1,25-32
4546,C:\Users\henok\data\data\UTKFace\24_1_1_20170112204648604.jpg.chip.jpg,24_1_1_20170112204648604.jpg.chip.jpg,24,1,1,25-32
4547,C:\Users\henok\data\data\UTKFace\24_1_1_20170112204751139.jpg.chip.jpg,24_1_1_20170112204751139.jpg.chip.jpg,24,1,1,25-32
4548,C:\Users\henok\data\data\UTKFace\24_1_1_20170112204809364.jpg.chip.jpg,24_1_1_20170112204809364.jpg.chip.jpg,24,1,1,25-32
4549,C:\Users\henok\data\data\UTKFace\24_1_1_20170112204824258.jpg.chip.jpg,24_1_1_20170112204824258.jpg.chip.jpg,24,1,1,25-32
